cluster,location,FID,IID,PHE,CHR,CHR_NUM,SNP1,SNP2,POS1,POS2,KB,NSNP,DENSITY,PHOM,PHET
Archbold,Archbold,ALD21,ALD21,-9,CM083940.1,3,SNP_4130294,SNP_4146203,95278588,96969825,1691.238,7183,0.235,0.998,0.001
Archbold,Archbold,ALD21,ALD21,-9,CM083941.1,4,SNP_4914780,SNP_4928135,57935825,59279533,1343.709,5835,0.23,0.999,0.001
Archbold,Archbold,ALD21,ALD21,-9,CM083945.1,7,SNP_6488197,SNP_6501845,20649867,22387743,1737.877,5929,0.293,0.999,0.001
Archbold,Archbold,ALD21,ALD21,-9,CM083946.1,8,SNP_6728444,SNP_6731196,5322638,7395448,2072.811,819,2.531,0.995,0.004
Archbold,Archbold,ALD21,ALD21,-9,CM083946.1,8,SNP_6909758,SNP_6930991,26787305,28807208,2019.904,9451,0.214,0.999,0
Archbold,Archbold,ALD21,ALD21,-9,CM083951.1,13,SNP_7986513,SNP_8004857,9749953,13659362,3909.41,6939,0.563,0.998,0.002
Archbold,Archbold,ALD21,ALD21,-9,CM083951.1,13,SNP_8006285,SNP_8022240,13843097,15424734,1581.638,7164,0.221,0.998,0.001
Archbold,Archbold,ALD23,ALD23,-9,CM083937.1,1,SNP_332925,SNP_343828,32341045,33677301,1336.257,4900,0.273,0.999,0.001
Archbold,Archbold,ALD23,ALD23,-9,CM083937.1,1,SNP_472094,SNP_489648,46824096,48515606,1691.511,7630,0.222,1,0
Archbold,Archbold,ALD23,ALD23,-9,CM083937.1,1,SNP_489675,SNP_504267,48517468,50109644,1592.177,6668,0.239,1,0
Archbold,Archbold,ALD23,ALD23,-9,CM083938.1,1A,SNP_1409106,SNP_1418950,22672655,23773743,1101.089,4276,0.258,1,0
Archbold,Archbold,ALD23,ALD23,-9,CM083938.1,1A,SNP_1418973,SNP_1434349,23774683,25369026,1594.344,7092,0.225,0.998,0.001
Archbold,Archbold,ALD23,ALD23,-9,CM083938.1,1A,SNP_1845116,SNP_1858114,74635268,76040693,1405.426,5875,0.239,0.999,0.001
Archbold,Archbold,ALD23,ALD23,-9,CM083939.1,2,SNP_2175629,SNP_2185316,40302672,41400620,1097.949,4262,0.258,0.998,0.001
Archbold,Archbold,ALD23,ALD23,-9,CM083939.1,2,SNP_2336390,SNP_2346177,57665223,58756862,1091.64,4251,0.257,1,0
Archbold,Archbold,ALD23,ALD23,-9,CM083939.1,2,SNP_2541945,SNP_2554346,85750703,86810815,1060.113,5709,0.186,0.998,0.001
Archbold,Archbold,ALD23,ALD23,-9,CM083939.1,2,SNP_2646419,SNP_2655343,95752846,97773772,2020.927,3719,0.543,0.997,0.003
Archbold,Archbold,ALD23,ALD23,-9,CM083939.1,2,SNP_3200118,SNP_3211858,155376131,156775737,1399.607,5277,0.265,0.999,0.001
Archbold,Archbold,ALD23,ALD23,-9,CM083940.1,3,SNP_3421268,SNP_3424794,15547733,16804098,1256.366,1537,0.817,0.998,0.001
Archbold,Archbold,ALD23,ALD23,-9,CM083940.1,3,SNP_3504215,SNP_3527481,23926538,26006936,2080.399,10641,0.196,0.998,0.001
Archbold,Archbold,ALD23,ALD23,-9,CM083940.1,3,SNP_3540249,SNP_3559536,28814164,30753423,1939.26,8583,0.226,0.999,0.001
Archbold,Archbold,ALD23,ALD23,-9,CM083940.1,3,SNP_3559551,SNP_3573280,30754098,32115685,1361.588,5877,0.232,0.998,0.001
Archbold,Archbold,ALD23,ALD23,-9,CM083940.1,3,SNP_3573292,SNP_3594211,32117028,34440765,2323.738,9068,0.256,0.999,0.001
Archbold,Archbold,ALD23,ALD23,-9,CM083941.1,4,SNP_4440276,SNP_4454020,2377860,3657799,1279.94,6150,0.208,1,0
Archbold,Archbold,ALD23,ALD23,-9,CM083942.1,4A,SNP_5218252,SNP_5220764,7411713,9016522,1604.81,742,2.163,0.992,0.008
Archbold,Archbold,ALD23,ALD23,-9,CM083943.1,5,SNP_5384898,SNP_5390697,6281255,8692229,2410.975,2132,1.131,0.997,0.003
Archbold,Archbold,ALD23,ALD23,-9,CM083943.1,5,SNP_5675580,SNP_5689760,39598280,41365963,1767.684,5842,0.303,0.998,0.002
Archbold,Archbold,ALD23,ALD23,-9,CM083944.1,6,SNP_6022767,SNP_6031872,9220564,10221951,1001.388,3966,0.252,0.999,0.001
Archbold,Archbold,ALD23,ALD23,-9,CM083951.1,13,SNP_7995105,SNP_8000944,11482676,13063285,1580.61,1829,0.864,0.997,0.003
Archbold,Archbold,ALD24,ALD24,-9,CM083939.1,2,SNP_2650969,SNP_2652367,96271442,97440425,1168.984,389,3.005,0.982,0.005
Archbold,Archbold,ALD26,ALD26,-9,CM083938.1,1A,SNP_1438989,SNP_1451878,25999146,27670372,1671.227,5634,0.297,0.997,0.003
Archbold,Archbold,ALD26,ALD26,-9,CM083940.1,3,SNP_3421278,SNP_3424683,15548867,16794995,1246.129,1494,0.834,0.995,0.004
Archbold,Archbold,ALD26,ALD26,-9,CM083943.1,5,SNP_5503248,SNP_5513529,20401554,21579504,1177.951,4646,0.254,0.995,0.004
CBC,Cruickshank,CCK186,CCK186,-9,CM083937.1,1,SNP_1006171,SNP_1022556,103283570,106357791,3074.222,6935,0.443,0.997,0.002
CBC,Cruickshank,CCK186,CCK186,-9,CM083938.1,1A,SNP_1564697,SNP_1577818,40410226,41843134,1432.909,5637,0.254,0.995,0.004
CBC,Cruickshank,CCK186,CCK186,-9,CM083938.1,1A,SNP_1586659,SNP_1599164,42664215,43852017,1187.803,5646,0.21,0.996,0.003
CBC,Cruickshank,CCK186,CCK186,-9,CM083938.1,1A,SNP_1606538,SNP_1626699,44740154,46781922,2041.769,8837,0.231,0.994,0.003
CBC,Cruickshank,CCK186,CCK186,-9,CM083938.1,1A,SNP_1626706,SNP_1633684,46782663,49574734,2792.072,2572,1.086,0.993,0.004
CBC,Cruickshank,CCK186,CCK186,-9,CM083940.1,3,SNP_3420895,SNP_3421366,15103334,16324531,1221.198,109,11.204,0.954,0.018
CBC,Cruickshank,CCK186,CCK186,-9,CM083940.1,3,SNP_3697461,SNP_3713244,48066320,49645966,1579.647,7210,0.219,0.995,0.003
CBC,Cruickshank,CCK186,CCK186,-9,CM083940.1,3,SNP_3719833,SNP_3732423,50338232,51671767,1333.536,5414,0.246,0.994,0.004
CBC,Cruickshank,CCK186,CCK186,-9,CM083940.1,3,SNP_3756483,SNP_3757371,54340033,55585685,1245.653,209,5.96,0.962,0.019
CBC,Cruickshank,CCK186,CCK186,-9,CM083941.1,4,SNP_4730883,SNP_4738615,36640892,38398316,1757.425,3285,0.535,0.994,0.004
CBC,Cruickshank,CCK186,CCK186,-9,CM083941.1,4,SNP_4895626,SNP_4904942,55472365,56834554,1362.19,3975,0.343,0.996,0.003
CBC,Cruickshank,CCK186,CCK186,-9,CM083943.1,5,SNP_5678338,SNP_5691377,39965206,41552241,1587.036,5432,0.292,0.996,0.003
CBC,Cruickshank,CCK186,CCK186,-9,CM083943.1,5,SNP_5697600,SNP_5709601,42392188,43895207,1503.02,5013,0.3,0.996,0.003
CBC,Cruickshank,CCK186,CCK186,-9,CM083943.1,5,SNP_5725224,SNP_5734258,46182541,47315197,1132.657,3938,0.288,0.996,0.003
CBC,Cruickshank,CCK186,CCK186,-9,CM083946.1,8,SNP_6845462,SNP_6855764,20418891,21441903,1023.013,4379,0.234,0.993,0.005
CBC,Cruickshank,CCK26,CCK26,-9,CM083938.1,1A,SNP_1842981,SNP_1848903,73940709,75134649,1193.941,2304,0.518,0.992,0.008
CBC,Cruickshank,CCK26,CCK26,-9,CM083939.1,2,SNP_2584951,SNP_2598105,89455505,90716646,1261.142,5967,0.211,0.994,0.005
CBC,Cruickshank,CCK26,CCK26,-9,CM083939.1,2,SNP_2650107,SNP_2652329,96122789,97437553,1314.765,714,1.841,0.994,0.004
CBC,Cruickshank,CCK26,CCK26,-9,CM083942.1,4A,SNP_5220801,SNP_5229453,9042503,11028728,1986.226,3206,0.62,0.998,0.002
CBC,Cruickshank,CCK26,CCK26,-9,CM083946.1,8,SNP_6729484,SNP_6732613,6608268,7754977,1146.71,1051,1.091,0.996,0.004
CBC,Cruickshank,CCK26,CCK26,-9,CM083949.1,11,SNP_7437028,SNP_7443216,92693,1153081,1060.389,2429,0.437,0.995,0.005
CBC,Cruickshank,CCK27,CCK27,-9,CM083939.1,2,SNP_2650910,SNP_2651504,96256782,97336173,1079.392,103,10.48,0.903,0.019
CBC,Cruickshank,CCK29,CCK29,-9,CM083939.1,2,SNP_2650695,SNP_2652332,96212016,97437580,1225.565,477,2.569,0.973,0.01
CBC,Cruickshank,CCK30,CCK30,-9,CM083938.1,1A,SNP_1630840,SNP_1632181,47365966,49289320,1923.355,329,5.846,0.97,0.015
CBC,Cruickshank,CCK31,CCK31,-9,CM083939.1,2,SNP_2650519,SNP_2651616,96186171,97353544,1167.374,264,4.422,0.989,0.004
CBC,Cruickshank,CCK31,CCK31,-9,CM083940.1,3,SNP_3756523,SNP_3757110,54342366,55535104,1192.739,108,11.044,0.981,0.019
CBC,Cruickshank,CCK32,CCK32,-9,CM083940.1,3,SNP_3327153,SNP_3328024,3832,1738018,1734.187,245,7.078,0.967,0.02
CBC,Cruickshank,CCK33,CCK33,-9,CM083939.1,2,SNP_2650272,SNP_2651918,96153044,97398911,1245.868,495,2.517,0.982,0.012
CBC,Cruickshank,CCK37,CCK37,-9,CM083938.1,1A,SNP_1378634,SNP_1391348,19313296,20746079,1432.784,5618,0.255,0.996,0.004
CBC,Cruickshank,CCK37,CCK37,-9,CM083938.1,1A,SNP_1837056,SNP_1841313,70418172,71978830,1560.659,1476,1.057,0.993,0.007
CBC,Cruickshank,CCK37,CCK37,-9,CM083938.1,1A,SNP_1841428,SNP_1844476,73208872,74479186,1270.315,892,1.424,0.993,0.007
CBC,Cruickshank,CCK37,CCK37,-9,CM083939.1,2,SNP_2023359,SNP_2034786,9969879,11055039,1085.161,5136,0.211,0.996,0.003
CBC,Cruickshank,CCK37,CCK37,-9,CM083947.1,9,SNP_7239119,SNP_7247272,25981369,27096263,1114.895,3443,0.324,0.994,0.005
CBC,Cruickshank,CCK37,CCK37,-9,CM083953.1,15,SNP_8340707,SNP_8350667,7358279,8384039,1025.761,4529,0.226,0.995,0.004
CBC,Cruickshank,CCK37,CCK37,-9,CM083956.1,19,SNP_8768735,SNP_8776005,10189907,11226568,1036.662,2972,0.349,0.994,0.004
CBC,Cruickshank,CCK38,CCK38,-9,CM083937.1,1,SNP_1017316,SNP_1022482,105277839,106320273,1042.435,2330,0.447,0.988,0.008
CBC,Cruickshank,CCK38,CCK38,-9,CM083940.1,3,SNP_3421066,SNP_3421532,15159125,16372691,1213.567,111,10.933,0.946,0.018
CBC,Cruickshank,CCK38,CCK38,-9,CM083940.1,3,SNP_3756523,SNP_3757193,54342366,55550843,1208.478,140,8.632,0.986,0.007
CBC,Cruickshank,CCK39,CCK39,-9,CM083937.1,1,SNP_1019951,SNP_1024398,105726121,106768153,1042.033,1691,0.616,0.979,0.007
CBC,Cruickshank,CCK39,CCK39,-9,CM083940.1,3,SNP_3755185,SNP_3757524,54161663,55607781,1446.119,851,1.699,0.972,0.013
CBC,Cruickshank,CCK40,CCK40,-9,CM083938.1,1A,SNP_1631203,SNP_1632937,47428120,49464960,2036.841,518,3.932,0.959,0.015
CBC,Cruickshank,CCK400,CCK400,-9,CM083938.1,1A,SNP_1631402,SNP_1632034,47490370,48991843,1501.474,107,14.032,0.981,0
CBC,Cruickshank,CCK400,CCK400,-9,CM083939.1,2,SNP_2383861,SNP_2386724,64264702,65814554,1549.853,758,2.045,0.993,0.007
CBC,Cruickshank,CCK400,CCK400,-9,CM083940.1,3,SNP_3600091,SNP_3609780,37172025,38281640,1109.616,4266,0.26,0.996,0.003
CBC,Cruickshank,CCK400,CCK400,-9,CM083940.1,3,SNP_3630296,SNP_3643781,40611703,42167731,1556.029,5874,0.265,0.995,0.004
CBC,Cruickshank,CCK400,CCK400,-9,CM083941.1,4,SNP_4519474,SNP_4524257,12686596,14105349,1418.754,1622,0.875,0.993,0.004
CBC,Cruickshank,CCK400,CCK400,-9,CM083948.1,10,SNP_7351882,SNP_7364741,9874871,11535152,1660.282,5490,0.302,0.995,0.004
CBC,Cruickshank,CCK400,CCK400,-9,CM083948.1,10,SNP_7398584,SNP_7408891,15118714,18039155,2920.442,3692,0.791,0.995,0.004
CBC,Cruickshank,CCK400,CCK400,-9,CM083949.1,11,SNP_7512352,SNP_7523071,7022773,8236738,1213.966,4764,0.255,0.995,0.003
CBC,Cruickshank,CCK400,CCK400,-9,CM083951.1,13,SNP_7989863,SNP_7995187,10279849,11515136,1235.288,2086,0.592,0.996,0.004
CBC,Cruickshank,CCK400,CCK400,-9,CM083951.1,13,SNP_7996090,SNP_8000358,11848537,12978474,1129.938,1340,0.843,0.996,0.004
CBC,Cruickshank,CCK400,CCK400,-9,CM083956.1,19,SNP_8760026,SNP_8774865,9374469,10988536,1614.068,6523,0.247,0.994,0.005
CBC,Cruickshank,CCK408,CCK408,-9,CM083937.1,1,SNP_1015857,SNP_1022552,104916164,106355314,1439.151,2831,0.508,0.99,0.002
CBC,Cruickshank,CCK408,CCK408,-9,CM083960.1,23,SNP_9116895,SNP_9120386,2479477,3792638,1313.162,1321,0.994,0.985,0.009
CBC,Cruickshank,CCK410,CCK410,-9,CM083937.1,1,SNP_1016137,SNP_1021718,104972728,106208577,1235.85,2379,0.519,0.986,0.007
CBC,Cruickshank,CCK412,CCK412,-9,CM083937.1,1,SNP_1016137,SNP_1021718,104972728,106208577,1235.85,2379,0.519,0.987,0.008
CBC,Cruickshank,CCK413,CCK413,-9,CM083939.1,2,SNP_2650695,SNP_2652641,96212016,97474371,1262.356,639,1.976,0.986,0.011
CBC,Cruickshank,CCK419,CCK419,-9,CM083937.1,1,SNP_1016137,SNP_1021718,104972728,106208577,1235.85,2379,0.519,0.986,0.007
CBC,Cruickshank,CCK419,CCK419,-9,CM083940.1,3,SNP_3756523,SNP_3757527,54342366,55608277,1265.912,286,4.426,0.979,0.014
CBC,Cruickshank,CCK42,CCK42,-9,CM083940.1,3,SNP_3420895,SNP_3421356,15103334,16322376,1219.043,106,11.5,0.906,0.019
CBC,Cruickshank,CCK423,CCK423,-9,CM083937.1,1,SNP_79205,SNP_94921,6755896,8253031,1497.136,7236,0.207,0.996,0.003
CBC,Cruickshank,CCK423,CCK423,-9,CM083937.1,1,SNP_150241,SNP_162183,13129412,14369993,1240.582,5249,0.236,0.996,0.003
CBC,Cruickshank,CCK423,CCK423,-9,CM083937.1,1,SNP_388856,SNP_398382,38510933,39541333,1030.401,4134,0.249,0.997,0.002
CBC,Cruickshank,CCK423,CCK423,-9,CM083937.1,1,SNP_401899,SNP_415328,40000037,41525975,1525.939,5850,0.261,0.998,0.002
CBC,Cruickshank,CCK423,CCK423,-9,CM083938.1,1A,SNP_1844489,SNP_1865458,74479630,76722297,2242.668,9422,0.238,0.995,0.003
CBC,Cruickshank,CCK423,CCK423,-9,CM083938.1,1A,SNP_1891682,SNP_1900413,78860411,79941768,1081.358,3967,0.273,0.998,0.002
CBC,Cruickshank,CCK423,CCK423,-9,CM083939.1,2,SNP_2319988,SNP_2331381,55906174,57120538,1214.365,5185,0.234,0.997,0.003
CBC,Cruickshank,CCK423,CCK423,-9,CM083939.1,2,SNP_2365526,SNP_2386296,60776140,65232123,4455.984,8123,0.549,0.997,0.003
CBC,Cruickshank,CCK423,CCK423,-9,CM083939.1,2,SNP_2388749,SNP_2405460,68333911,71222064,2888.154,6458,0.447,0.997,0.002
CBC,Cruickshank,CCK423,CCK423,-9,CM083940.1,3,SNP_3731927,SNP_3753347,51614246,53952930,2338.685,9471,0.247,0.997,0.002
CBC,Cruickshank,CCK423,CCK423,-9,CM083940.1,3,SNP_3764878,SNP_3781726,56400968,58235309,1834.342,7618,0.241,0.996,0.003
CBC,Cruickshank,CCK423,CCK423,-9,CM083940.1,3,SNP_3791427,SNP_3802047,59137591,60267597,1130.007,4694,0.241,0.999,0.001
CBC,Cruickshank,CCK423,CCK423,-9,CM083944.1,6,SNP_6050390,SNP_6067259,11896396,13753794,1857.399,7106,0.261,0.998,0.001
CBC,Cruickshank,CCK423,CCK423,-9,CM083946.1,8,SNP_6728511,SNP_6734604,5352333,8166034,2813.702,2142,1.314,0.996,0.002
CBC,Cruickshank,CCK423,CCK423,-9,CM083946.1,8,SNP_6734616,SNP_6749828,8168042,9979024,1810.983,6897,0.263,0.995,0.004
CBC,Cruickshank,CCK423,CCK423,-9,CM083946.1,8,SNP_6868102,SNP_6880711,22749121,24124460,1375.34,5482,0.251,0.998,0.002
CBC,Cruickshank,CCK423,CCK423,-9,CM083946.1,8,SNP_6909440,SNP_6928082,26759803,28578744,1818.942,8264,0.22,0.996,0.003
CBC,Cruickshank,CCK423,CCK423,-9,CM083947.1,9,SNP_7041751,SNP_7055446,5589170,7180505,1591.336,6112,0.26,0.997,0.003
CBC,Cruickshank,CCK423,CCK423,-9,CM083947.1,9,SNP_7057291,SNP_7069569,7381320,8775713,1394.394,5374,0.259,0.997,0.003
CBC,Cruickshank,CCK423,CCK423,-9,CM083947.1,9,SNP_7069581,SNP_7078470,8776778,10247904,1471.127,3909,0.376,0.998,0.002
CBC,Cruickshank,CCK423,CCK423,-9,CM083947.1,9,SNP_7109481,SNP_7140858,14278479,17602328,3323.85,13851,0.24,0.997,0.002
CBC,Cruickshank,CCK423,CCK423,-9,CM083947.1,9,SNP_7163315,SNP_7179037,19912184,21314832,1402.649,7019,0.2,0.997,0.003
CBC,Cruickshank,CCK424,CCK424,-9,CM083937.1,1,SNP_434058,SNP_447375,43580923,44740481,1159.559,5586,0.208,0.994,0.004
CBC,Cruickshank,CCK424,CCK424,-9,CM083937.1,1,SNP_1015691,SNP_1021304,104880928,106103614,1222.687,2399,0.51,0.992,0.008
CBC,Cruickshank,CCK424,CCK424,-9,CM083941.1,4,SNP_4519796,SNP_4523489,12796969,13976381,1179.413,1187,0.994,0.992,0.007
CBC,Cruickshank,CCK424,CCK424,-9,CM083941.1,4,SNP_4524279,SNP_4527136,14106894,15216249,1109.356,977,1.135,0.992,0.007
CBC,Cruickshank,CCK424,CCK424,-9,CM083941.1,4,SNP_4737322,SNP_4738417,37255791,38304702,1048.912,385,2.724,0.995,0.005
CBC,Cruickshank,CCK424,CCK424,-9,CM083944.1,6,SNP_6076531,SNP_6088481,14785887,16247789,1461.903,4966,0.294,0.997,0.002
CBC,Cruickshank,CCK426,CCK426,-9,CM083943.1,5,SNP_5344734,SNP_5345537,24962,1382489,1357.528,282,4.814,0.979,0.007
CBC,Cruickshank,CCK427,CCK427,-9,CM083939.1,2,SNP_2284354,SNP_2299358,52188165,53737327,1549.163,6841,0.226,0.993,0.004
CBC,Cruickshank,CCK427,CCK427,-9,CM083939.1,2,SNP_2317698,SNP_2329604,55667843,56937497,1269.655,5352,0.237,0.995,0.004
CBC,Cruickshank,CCK427,CCK427,-9,CM083939.1,2,SNP_2429875,SNP_2438007,74184289,75216489,1032.201,3439,0.3,0.997,0.001
CBC,Cruickshank,CCK427,CCK427,-9,CM083939.1,2,SNP_2445513,SNP_2455803,76163770,77239063,1075.294,4769,0.225,0.995,0.003
CBC,Cruickshank,CCK427,CCK427,-9,CM083939.1,2,SNP_2509082,SNP_2520672,82810887,83916325,1105.439,5165,0.214,0.996,0.003
CBC,Cruickshank,CCK427,CCK427,-9,CM083939.1,2,SNP_2861379,SNP_2875430,118604211,119988050,1383.84,6271,0.221,0.995,0.005
CBC,Cruickshank,CCK427,CCK427,-9,CM083940.1,3,SNP_3420919,SNP_3424620,15107816,16789424,1681.609,1557,1.08,0.991,0.005
CBC,Cruickshank,CCK427,CCK427,-9,CM083940.1,3,SNP_3583730,SNP_3597145,33277209,34773494,1496.286,5844,0.256,0.995,0.004
CBC,Cruickshank,CCK427,CCK427,-9,CM083940.1,3,SNP_3600091,SNP_3609318,37172025,38243058,1071.034,4056,0.264,0.997,0.003
CBC,Cruickshank,CCK427,CCK427,-9,CM083940.1,3,SNP_3622165,SNP_3632851,39665377,40932082,1266.706,4780,0.265,0.998,0.002
CBC,Cruickshank,CCK427,CCK427,-9,CM083941.1,4,SNP_4737033,SNP_4739193,37226479,38758109,1531.631,581,2.636,0.986,0.014
CBC,Cruickshank,CCK427,CCK427,-9,CM083941.1,4,SNP_4863712,SNP_4889866,51759377,54801469,3042.093,11092,0.274,0.995,0.004
CBC,Cruickshank,CCK427,CCK427,-9,CM083941.1,4,SNP_4889877,SNP_4904942,54802300,56834554,2032.255,6491,0.313,0.995,0.004
CBC,Cruickshank,CCK427,CCK427,-9,CM083941.1,4,SNP_4904954,SNP_4914632,56834600,57925003,1090.404,4165,0.262,0.995,0.003
CBC,Cruickshank,CCK427,CCK427,-9,CM083941.1,4,SNP_4943518,SNP_4953053,61130814,62208665,1077.852,4073,0.265,0.994,0.004
CBC,Cruickshank,CCK427,CCK427,-9,CM083960.1,23,SNP_9117794,SNP_9120879,2620379,3933864,1313.486,1119,1.174,0.996,0.004
CBC,Cruickshank,CCK428,CCK428,-9,CM083937.1,1,SNP_164466,SNP_174958,14585997,15593424,1007.428,4669,0.216,0.991,0.004
CBC,Cruickshank,CCK428,CCK428,-9,CM083938.1,1A,SNP_1376648,SNP_1385840,19130476,20161420,1030.945,4014,0.257,0.992,0.007
CBC,Cruickshank,CCK428,CCK428,-9,CM083941.1,4,SNP_4737033,SNP_4738414,37226479,38304650,1078.172,527,2.046,0.987,0.011
CBC,Cruickshank,CCK429,CCK429,-9,CM083939.1,2,SNP_2651069,SNP_2651717,96284597,97364224,1079.628,132,8.179,0.97,0.015
CBC,Cruickshank,CCK43,CCK43,-9,CM083939.1,2,SNP_2651072,SNP_2651782,96284740,97374850,1090.111,149,7.316,0.953,0.027
CBC,Cruickshank,CCK430,CCK430,-9,CM083937.1,1,SNP_1015691,SNP_1021304,104880928,106103614,1222.687,2399,0.51,0.989,0.007
CBC,Cruickshank,CCK430,CCK430,-9,CM083941.1,4,SNP_4895948,SNP_4904284,55515087,56722995,1207.909,3543,0.341,0.992,0.005
CBC,Cruickshank,CCK430,CCK430,-9,CM083946.1,8,SNP_6728633,SNP_6730254,5399595,7018305,1618.711,462,3.504,0.978,0.017
CBC,Cruickshank,CCK44,CCK44,-9,CM083937.1,1,SNP_806725,SNP_810111,83374114,84583314,1209.201,1490,0.812,0.993,0.007
CBC,Cruickshank,CCK44,CCK44,-9,CM083938.1,1A,SNP_1418863,SNP_1431032,23765728,24977769,1212.042,5611,0.216,0.996,0.004
CBC,Cruickshank,CCK44,CCK44,-9,CM083938.1,1A,SNP_1631199,SNP_1636868,47427214,49942313,2515.1,2236,1.125,0.992,0.006
CBC,Cruickshank,CCK44,CCK44,-9,CM083940.1,3,SNP_3987912,SNP_3996764,80298921,81342703,1043.783,3762,0.277,0.995,0.005
CBC,Cruickshank,CCK44,CCK44,-9,CM083940.1,3,SNP_4005001,SNP_4016823,82136868,83164224,1027.357,5195,0.198,0.997,0.003
CBC,Cruickshank,CCK44,CCK44,-9,CM083943.1,5,SNP_5472508,SNP_5483635,17436937,18474435,1037.499,5272,0.197,0.995,0.005
CBC,Cruickshank,CCK44,CCK44,-9,CM083943.1,5,SNP_5642582,SNP_5653906,35904027,37348617,1444.591,4571,0.316,0.997,0.003
CBC,Cruickshank,CCK44,CCK44,-9,CM083948.1,10,SNP_7247305,SNP_7255227,36939,1121585,1084.647,3306,0.328,0.997,0.003
CBC,Cruickshank,CCK44,CCK44,-9,CM083957.1,20,SNP_8930114,SNP_8937608,14801786,15824398,1022.613,3298,0.31,0.996,0.003
CBC,Cruickshank,CCK45,CCK45,-9,CM083941.1,4,SNP_4737847,SNP_4739104,37318293,38630999,1312.707,150,8.751,0.967,0.007
CBC,Cruickshank,CCK46,CCK46,-9,CM083941.1,4,SNP_4737322,SNP_4738526,37255791,38384576,1128.786,392,2.88,0.977,0.013
CBC,Cruickshank,CCK46,CCK46,-9,CM083946.1,8,SNP_6729017,SNP_6729592,5633239,6648181,1014.943,162,6.265,0.981,0.019
CBC,Cruickshank,CCK48,CCK48,-9,CM083938.1,1A,SNP_1631220,SNP_1632034,47435201,48991843,1556.643,180,8.648,0.933,0.022
CBC,Cruickshank,CCK480,CCK480,-9,CM083939.1,2,SNP_2651074,SNP_2651782,96284791,97374850,1090.06,148,7.365,0.953,0.014
CBC,Cruickshank,CCK480,CCK480,-9,CM083941.1,4,SNP_4736406,SNP_4738914,37163867,38495047,1331.181,809,1.645,0.986,0.007
CBC,Cruickshank,CCK480,CCK480,-9,CM083944.1,6,SNP_6080744,SNP_6092719,15278940,16884980,1606.041,5090,0.316,0.991,0.005
CBC,Cruickshank,CCK486,CCK486,-9,CM083937.1,1,SNP_1015691,SNP_1021709,104880928,106205667,1324.74,2570,0.515,0.989,0.008
CBC,Cruickshank,CCK486,CCK486,-9,CM083941.1,4,SNP_4736044,SNP_4738526,37119375,38384576,1265.202,952,1.329,0.987,0.005
CBC,Cruickshank,CCK486,CCK486,-9,CM083942.1,4A,SNP_5218090,SNP_5220683,7355777,8955584,1599.808,774,2.067,0.986,0.01
CBC,Cruickshank,CCK486,CCK486,-9,CM083946.1,8,SNP_6730223,SNP_6734762,7005139,8186119,1180.981,1745,0.677,0.989,0.01
CBC,Cruickshank,CCK490,CCK490,-9,CM083937.1,1,SNP_1016131,SNP_1021719,104972351,106208618,1236.268,2385,0.518,0.961,0.008
CBC,Cruickshank,CCK490,CCK490,-9,CM083938.1,1A,SNP_1631485,SNP_1632288,47517356,49321639,1804.284,148,12.191,0.912,0.02
CBC,Cruickshank,CCK52,CCK52,-9,CM083940.1,3,SNP_3327153,SNP_3327707,3832,1684359,1680.528,101,16.639,0.95,0.01
CBC,Cruickshank,CCK54,CCK54,-9,CM083939.1,2,SNP_2650780,SNP_2651616,96230319,97353544,1123.226,192,5.85,0.938,0.01
CBC,Cruickshank,CCK54,CCK54,-9,CM083941.1,4,SNP_4737312,SNP_4738526,37254635,38384576,1129.942,398,2.839,0.93,0.008
CBC,Cruickshank,CCK55,CCK55,-9,CM083937.1,1,SNP_1013231,SNP_1018939,104380345,105562945,1182.601,2214,0.534,0.994,0.006
CBC,Cruickshank,CCK55,CCK55,-9,CM083938.1,1A,SNP_1593820,SNP_1604121,43403469,44458341,1054.873,4548,0.232,0.995,0.005
CBC,Cruickshank,CCK55,CCK55,-9,CM083938.1,1A,SNP_1631635,SNP_1634228,47555864,49646245,2090.382,891,2.346,0.996,0.004
CBC,Cruickshank,CCK55,CCK55,-9,CM083941.1,4,SNP_4737464,SNP_4738526,37276902,38384576,1107.675,322,3.44,0.994,0.006
CBC,Cruickshank,CCK55,CCK55,-9,CM083941.1,4,SNP_4893435,SNP_4904325,55215688,56731288,1515.601,4726,0.321,0.995,0.005
CBC,Cruickshank,CCK55,CCK55,-9,CM083943.1,5,SNP_5697600,SNP_5708050,42392188,43710036,1317.849,4319,0.305,0.996,0.004
CBC,Cruickshank,CCK55,CCK55,-9,CM083943.1,5,SNP_5713607,SNP_5721279,44500915,45613511,1112.597,3348,0.332,0.994,0.006
Merritt Island,Canaveral National Seashore,CNS214,CNS214,-9,CM083937.1,1,SNP_1012703,SNP_1022333,104296725,106300836,2004.112,4015,0.499,0.987,0.006
Merritt Island,Canaveral National Seashore,CNS215,CNS215,-9,CM083939.1,2,SNP_2651071,SNP_2652577,96284640,97466491,1181.852,478,2.472,0.981,0.013
Merritt Island,Canaveral National Seashore,CNS215,CNS215,-9,CM083940.1,3,SNP_3756086,SNP_3756820,54285811,55351886,1066.076,169,6.308,0.935,0.018
